term	name
GO:0004775	succinate-CoA ligase (ADP-forming) activity
GO:0045244	succinate-CoA ligase complex (GDP-forming)
GO:0000292	RNA fragment catabolic process
GO:0070478	nuclear-transcribed mRNA catabolic process, 3'-5' exonucleolytic nonsense-mediated decay
GO:0070481	nuclear-transcribed mRNA catabolic process, non-stop decay
GO:1904278	positive regulation of wax biosynthetic process
GO:0098999	extrinsic component of postsynaptic endosome membrane
GO:0043291	RAVE complex
GO:1902255	positive regulation of intrinsic apoptotic signaling pathway by p53 class mediator
GO:2000435	negative regulation of protein neddylation
GO:0071242	cellular response to ammonium ion
GO:0071288	cellular response to mercury ion
GO:0090313	regulation of protein targeting to membrane
GO:0097049	motor neuron apoptotic process
GO:0098877	neurotransmitter receptor transport to plasma membrane
GO:0005253	monoatomic anion channel activity
GO:0140010	D-aspartate transmembrane transporter activity
GO:0001939	female pronucleus
GO:0001940	male pronucleus
GO:0097216	guanosine tetraphosphate binding
GO:1990148	glutamate dehydrogenase complex
GO:0046386	deoxyribose phosphate catabolic process
GO:0008973	phosphopentomutase activity
GO:0047933	glucose-1,6-bisphosphate synthase activity
GO:0099192	cerebellar Golgi cell to granule cell synapse
GO:0015275	stretch-activated, monoatomic cation-selective, calcium channel activity
GO:2001135	regulation of endocytic recycling
GO:0052833	inositol monophosphate 4-phosphatase activity
GO:0061643	chemorepulsion of axon
GO:0005043	netrin receptor activity involved in chemorepulsion
GO:0098817	evoked excitatory postsynaptic potential
GO:2000208	positive regulation of ribosomal small subunit export from nucleus
GO:0034655	nucleobase-containing compound catabolic process
GO:0004689	phosphorylase kinase activity
GO:0005964	phosphorylase kinase complex
GO:0070318	positive regulation of G0 to G1 transition
GO:0140141	mitochondrial potassium ion transmembrane transport
GO:0062157	mitochondrial ATP-gated potassium channel complex
GO:0004579	dolichyl-diphosphooligosaccharide-protein glycotransferase activity
GO:0140014	mitotic nuclear division
GO:0097051	establishment of protein localization to endoplasmic reticulum membrane
GO:0031134	sister chromatid biorientation
GO:1990298	bub1-bub3 complex
GO:0001887	selenium compound metabolic process
GO:0016260	selenocysteine biosynthetic process
GO:0004756	selenide, water dikinase activity
GO:2000815	regulation of mRNA stability involved in response to oxidative stress
GO:0004940	beta1-adrenergic receptor activity
GO:0106335	tRNA (5-carboxymethyluridine(34)-5-O)-methyltransferase activity
GO:0032908	regulation of transforming growth factor beta1 production
GO:0005989	lactose biosynthetic process
GO:0010706	ganglioside biosynthetic process via lactosylceramide
GO:0042125	protein galactosylation
GO:0045136	development of secondary sexual characteristics
GO:0060054	positive regulation of epithelial cell proliferation involved in wound healing
GO:0003945	N-acetyllactosamine synthase activity
GO:0004461	lactose synthase activity
GO:0042581	specific granule
GO:0061101	neuroendocrine cell differentiation
GO:0032838	plasma membrane bounded cell projection cytoplasm
GO:0033298	contractile vacuole organization
GO:0140026	contractile vacuole dissociation from plasma membrane
GO:0016230	sphingomyelin phosphodiesterase activator activity
GO:0031164	contractile vacuolar membrane
GO:0035077	ecdysone-mediated polytene chromosome puffing
GO:1905188	positive regulation of metaphase/anaphase transition of meiosis I
GO:0034315	regulation of Arp2/3 complex-mediated actin nucleation
GO:0055108	Golgi to transport vesicle transport
GO:0070142	synaptic vesicle budding
GO:0097212	lysosomal membrane organization
GO:1903725	regulation of phospholipid metabolic process
GO:1990583	phospholipase D activator activity
GO:0005252	open rectifier potassium channel activity
GO:0072559	NLRP3 inflammasome complex
GO:0009407	toxin catabolic process
GO:0046256	2,4,6-trinitrotoluene catabolic process
GO:2000030	regulation of response to red or far red light
GO:0034607	turning behavior involved in mating
GO:0035545	determination of left/right asymmetry in nervous system
GO:0093002	response to nematicide
GO:0034386	4-aminobutyrate:2-oxoglutarate transaminase activity
GO:0047298	(S)-3-amino-2-methylpropionate transaminase activity
GO:0032307	negative regulation of prostaglandin secretion
GO:0033514	L-lysine catabolic process to acetyl-CoA via L-pipecolate
GO:0008115	sarcosine oxidase activity
GO:0050031	L-pipecolate oxidase activity
GO:0060561	apoptotic process involved in morphogenesis
GO:0060715	syncytiotrophoblast cell differentiation involved in labyrinthine layer development
GO:1901382	regulation of chorionic trophoblast cell proliferation
GO:0090651	apical cytoplasm
GO:0071934	thiamine transmembrane transport
GO:0015234	thiamine transmembrane transporter activity
GO:0071583	negative regulation of zinc ion transmembrane transport
GO:0035005	1-phosphatidylinositol-4-phosphate 3-kinase activity
GO:0045108	regulation of intermediate filament polymerization or depolymerization
GO:0019230	proprioception
GO:0015036	disulfide oxidoreductase activity
GO:0102158	very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase activity
GO:0097376	interneuron axon guidance
GO:1905049	negative regulation of metallopeptidase activity
GO:0030226	apolipoprotein receptor activity
GO:0055111	ingression involved in gastrulation with mouth forming second
GO:0098799	outer mitochondrial membrane protein complex
GO:0048677	axon extension involved in regeneration
GO:0072274	metanephric glomerular basement membrane development
GO:0015318	inorganic molecular entity transmembrane transporter activity
GO:0000147	actin cortical patch assembly
GO:0097750	endosome membrane tubulation
GO:0110032	positive regulation of G2/MI transition of meiotic cell cycle
GO:1904056	positive regulation of cholangiocyte proliferation
GO:0001572	lactosylceramide biosynthetic process
GO:0030311	poly-N-acetyllactosamine biosynthetic process
GO:0071638	negative regulation of monocyte chemotactic protein-1 production
GO:0006218	uridine catabolic process
GO:0004850	uridine phosphorylase activity
GO:0009032	thymidine phosphorylase activity
GO:0047847	deoxyuridine phosphorylase activity
GO:0120029	proton export across plasma membrane
GO:0009785	blue light signaling pathway
GO:0019908	nuclear cyclin-dependent protein kinase holoenzyme complex
GO:0009740	gibberellic acid mediated signaling pathway
GO:0010161	red light signaling pathway
GO:0005594	collagen type IX trimer
GO:1904976	cellular response to bleomycin
GO:0008794	arsenate reductase (glutaredoxin) activity
GO:0006929	substrate-dependent cell migration
GO:0060974	cell migration involved in heart formation
GO:1902558	5'-adenylyl sulfate transmembrane transport
GO:1902559	3'-phospho-5'-adenylyl sulfate transmembrane transport
GO:0046964	3'-phosphoadenosine 5'-phosphosulfate transmembrane transporter activity
GO:1902557	5'-adenylyl sulfate transmembrane transporter activity
GO:0098552	side of membrane
GO:0016889	DNA endonuclease activity, producing 3'-phosphomonoesters
GO:0010640	regulation of platelet-derived growth factor receptor signaling pathway
GO:0051045	negative regulation of membrane protein ectodomain proteolysis
GO:0097708	intracellular vesicle
GO:0032142	single guanine insertion binding
GO:0032181	dinucleotide repeat insertion binding
GO:0032302	MutSbeta complex
GO:0000105	L-histidine biosynthetic process
GO:0004401	histidinol-phosphatase activity
GO:0097184	response to azide
GO:0004854	xanthine dehydrogenase activity
GO:0004855	xanthine oxidase activity
GO:0050421	nitrite reductase (NO-forming) activity
GO:0070674	hypoxanthine dehydrogenase activity
GO:0070675	hypoxanthine oxidase activity
GO:0002197	xanthine dehydrogenase complex
GO:0005161	platelet-derived growth factor receptor binding
GO:0014732	skeletal muscle atrophy
GO:0014878	response to electrical stimulus involved in regulation of muscle adaptation
GO:0043201	response to L-leucine
GO:0016445	somatic diversification of immunoglobulins
GO:0014831	gastro-intestinal system smooth muscle contraction
GO:0048865	stem cell fate commitment
GO:1902362	melanocyte apoptotic process
GO:0099605	regulation of action potential firing rate
GO:0000026	alpha-1,2-mannosyltransferase activity
GO:0030961	peptidyl-arginine hydroxylation
GO:0097355	protein localization to heterochromatin
GO:0005846	nuclear cap binding complex
GO:0009736	cytokinin-activated signaling pathway
GO:0009938	negative regulation of gibberellic acid mediated signaling pathway
GO:0047184	1-acylglycerophosphocholine O-acyltransferase activity
GO:0006528	asparagine metabolic process
GO:0031123	RNA 3'-end processing
GO:0015292	uniporter activity
GO:1990246	uniplex complex
GO:0009244	lipopolysaccharide core region biosynthetic process
GO:0008919	lipopolysaccharide glucosyltransferase I activity
GO:0006877	intracellular cobalt ion homeostasis
GO:0140209	zinc ion import into endoplasmic reticulum
GO:0006180	deoxyguanosine salvage
GO:0043320	natural killer cell degranulation
GO:1900483	regulation of protein targeting to vacuolar membrane
GO:1903048	regulation of acetylcholine-gated cation channel activity
GO:0030974	thiamine pyrophosphate transmembrane transport
GO:0061526	acetylcholine secretion
GO:0015220	choline transmembrane transporter activity
GO:0090422	thiamine pyrophosphate transmembrane transporter activity
GO:1901423	response to benzene
GO:0035351	heme transmembrane transport
GO:0042168	heme metabolic process
GO:0032366	intracellular sterol transport
GO:0015757	galactose transmembrane transport
GO:0005354	galactose transmembrane transporter activity
GO:0015284	fructose uniporter activity
GO:0046359	butyrate catabolic process
GO:0019563	glycerol catabolic process
GO:0042490	mechanoreceptor differentiation
GO:0099551	trans-synaptic signaling by neuropeptide, modulating synaptic transmission
GO:0060175	brain-derived neurotrophic factor receptor activity
GO:0019318	hexose metabolic process
GO:0004034	aldose 1-epimerase activity
GO:0140110	transcription regulator activity
GO:0008205	ecdysone metabolic process
GO:0062173	brexanolone metabolic process
GO:0097745	mitochondrial tRNA 5'-end processing
GO:1990180	mitochondrial tRNA 3'-end processing
GO:0008709	cholate 7-alpha-dehydrogenase (NAD+) activity
GO:0018454	acetoacetyl-CoA reductase activity
GO:0047015	3-hydroxy-2-methylbutyryl-CoA dehydrogenase activity
GO:0106281	chenodeoxycholate 7-alpha-dehydrogenase (NAD+) activity
GO:0106282	isoursodeoxycholate 7-beta-dehydrogenase (NAD+) activity
GO:0106283	ursodeoxycholate 7-beta-dehydrogenase (NAD+) activity
GO:0030678	mitochondrial ribonuclease P complex
GO:0043527	tRNA methyltransferase complex
GO:0060177	regulation of angiotensin metabolic process
GO:0031711	bradykinin receptor binding
GO:0045676	regulation of R7 cell differentiation
GO:0046886	positive regulation of hormone biosynthetic process
GO:0016586	RSC-type complex
GO:0003349	epicardium-derived cardiac endothelial cell differentiation
GO:0010197	polar nucleus fusion
GO:0005220	inositol 1,4,5-trisphosphate-gated calcium channel activity
GO:0019855	calcium channel inhibitor activity
GO:0098695	inositol 1,4,5-trisphosphate receptor activity involved in regulation of postsynaptic cytosolic calcium levels
GO:0004370	glycerol kinase activity
GO:0046167	glycerol-3-phosphate biosynthetic process
GO:0046602	regulation of mitotic centrosome separation
GO:0007077	mitotic nuclear membrane disassembly
GO:0035175	histone H3S10 kinase activity
GO:0072354	histone H3T3 kinase activity
GO:0042621	poly(3-hydroxyalkanoate) biosynthetic process
GO:2000409	positive regulation of T cell extravasation
GO:1903338	regulation of cell wall organization or biogenesis
GO:0001912	positive regulation of leukocyte mediated cytotoxicity
GO:0051712	positive regulation of killing of cells of another organism
GO:0034617	tetrahydrobiopterin binding
GO:0097250	mitochondrial respirasome assembly
GO:1902369	negative regulation of RNA catabolic process
GO:0010840	regulation of circadian sleep/wake cycle, wakefulness
GO:0140438	protein stearoylation
GO:0140439	protein-cysteine S-stearoyltransferase activity
GO:0042886	amide transport
GO:0070729	cyclic nucleotide transport
GO:0072337	modified amino acid transport
