gene	GO
LOC111343727	GO:0001618,GO:0001817,GO:0001819,GO:0001871,GO:0001872,GO:0001878,GO:0001879,GO:0002218,GO:0002220,GO:0002223,GO:0002253,GO:0002376,GO:0002429,GO:0002682,GO:0002684,GO:0002694,GO:0002696,GO:0002757,GO:0002758,GO:0002764,GO:0002768,GO:0002791,GO:0002793,GO:0003674,GO:0003823,GO:0004888,GO:0005488,GO:0005515,GO:0005537,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005886,GO:0005887,GO:0006810,GO:0006897,GO:0006909,GO:0006910,GO:0006950,GO:0006952,GO:0007154,GO:0007155,GO:0007157,GO:0007159,GO:0007165,GO:0007166,GO:0008037,GO:0008150,GO:0008284,GO:0009595,GO:0009605,GO:0009607,GO:0009617,GO:0009620,GO:0009889,GO:0009891,GO:0009893,GO:0009897,GO:0009986,GO:0009987,GO:0009988,GO:0010556,GO:0010557,GO:0010604,GO:0015833,GO:0016020,GO:0016021,GO:0016032,GO:0016045,GO:0016046,GO:0016192,GO:0019048,GO:0019058,GO:0019062,GO:0019079,GO:0019222,GO:0019882,GO:0022407,GO:0022409,GO:0022610,GO:0023052,GO:0030100,GO:0030155,GO:0030246,GO:0030247,GO:0030260,GO:0030369,GO:0031224,GO:0031226,GO:0031323,GO:0031325,GO:0031326,GO:0031328,GO:0031347,GO:0031349,GO:0032680,GO:0032760,GO:0032879,GO:0032880,GO:0032944,GO:0032946,GO:0033218,GO:0035556,GO:0035821,GO:0036094,GO:0038023,GO:0042035,GO:0042102,GO:0042108,GO:0042127,GO:0042129,GO:0042277,GO:0042534,GO:0042535,GO:0042605,GO:0042742,GO:0042802,GO:0042803,GO:0042886,GO:0043207,GO:0044003,GO:0044403,GO:0044406,GO:0044409,GO:0044419,GO:0044424,GO:0044425,GO:0044459,GO:0044464,GO:0044650,GO:0044766,GO:0045088,GO:0045089,GO:0045785,GO:0045807,GO:0046718,GO:0046790,GO:0046794,GO:0046968,GO:0046983,GO:0048002,GO:0048029,GO:0048306,GO:0048518,GO:0048522,GO:0048583,GO:0048584,GO:0050670,GO:0050671,GO:0050707,GO:0050708,GO:0050714,GO:0050715,GO:0050764,GO:0050766,GO:0050776,GO:0050778,GO:0050789,GO:0050794,GO:0050863,GO:0050865,GO:0050867,GO:0050870,GO:0050896,GO:0051046,GO:0051047,GO:0051049,GO:0051050,GO:0051128,GO:0051130,GO:0051171,GO:0051173,GO:0051179,GO:0051222,GO:0051223,GO:0051234,GO:0051239,GO:0051240,GO:0051246,GO:0051247,GO:0051249,GO:0051251,GO:0051606,GO:0051701,GO:0051704,GO:0051707,GO:0051716,GO:0051806,GO:0051817,GO:0051828,GO:0060089,GO:0060255,GO:0060627,GO:0065007,GO:0070201,GO:0070663,GO:0070665,GO:0071702,GO:0071705,GO:0071944,GO:0075733,GO:0080090,GO:0080134,GO:0090087,GO:0097323,GO:0097367,GO:0098542,GO:0098543,GO:0098552,GO:0098581,GO:0098609,GO:0098657,GO:0098742,GO:0104005,GO:1902579,GO:1903037,GO:1903039,GO:1903530,GO:1903532,GO:1903555,GO:1903557,GO:1904951
LOC111343731	GO:0001618,GO:0001817,GO:0001819,GO:0001871,GO:0001872,GO:0001878,GO:0001879,GO:0002218,GO:0002220,GO:0002223,GO:0002253,GO:0002376,GO:0002429,GO:0002682,GO:0002684,GO:0002694,GO:0002696,GO:0002757,GO:0002758,GO:0002764,GO:0002768,GO:0002791,GO:0002793,GO:0003674,GO:0003823,GO:0004888,GO:0005488,GO:0005515,GO:0005537,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005886,GO:0005887,GO:0006810,GO:0006897,GO:0006909,GO:0006910,GO:0006950,GO:0006952,GO:0007154,GO:0007155,GO:0007157,GO:0007159,GO:0007165,GO:0007166,GO:0008037,GO:0008150,GO:0008284,GO:0009595,GO:0009605,GO:0009607,GO:0009617,GO:0009620,GO:0009889,GO:0009891,GO:0009893,GO:0009897,GO:0009986,GO:0009987,GO:0009988,GO:0010556,GO:0010557,GO:0010604,GO:0015833,GO:0016020,GO:0016021,GO:0016032,GO:0016045,GO:0016046,GO:0016192,GO:0019048,GO:0019058,GO:0019062,GO:0019079,GO:0019222,GO:0019882,GO:0022407,GO:0022409,GO:0022610,GO:0023052,GO:0030100,GO:0030155,GO:0030246,GO:0030247,GO:0030260,GO:0030369,GO:0031224,GO:0031226,GO:0031323,GO:0031325,GO:0031326,GO:0031328,GO:0031347,GO:0031349,GO:0032680,GO:0032760,GO:0032879,GO:0032880,GO:0032944,GO:0032946,GO:0033218,GO:0035556,GO:0035821,GO:0036094,GO:0038023,GO:0042035,GO:0042102,GO:0042108,GO:0042127,GO:0042129,GO:0042277,GO:0042534,GO:0042535,GO:0042605,GO:0042742,GO:0042802,GO:0042803,GO:0042886,GO:0043207,GO:0044003,GO:0044403,GO:0044406,GO:0044409,GO:0044419,GO:0044424,GO:0044425,GO:0044459,GO:0044464,GO:0044650,GO:0044766,GO:0045088,GO:0045089,GO:0045785,GO:0045807,GO:0046718,GO:0046790,GO:0046794,GO:0046968,GO:0046983,GO:0048002,GO:0048029,GO:0048306,GO:0048518,GO:0048522,GO:0048583,GO:0048584,GO:0050670,GO:0050671,GO:0050707,GO:0050708,GO:0050714,GO:0050715,GO:0050764,GO:0050766,GO:0050776,GO:0050778,GO:0050789,GO:0050794,GO:0050863,GO:0050865,GO:0050867,GO:0050870,GO:0050896,GO:0051046,GO:0051047,GO:0051049,GO:0051050,GO:0051128,GO:0051130,GO:0051171,GO:0051173,GO:0051179,GO:0051222,GO:0051223,GO:0051234,GO:0051239,GO:0051240,GO:0051246,GO:0051247,GO:0051249,GO:0051251,GO:0051606,GO:0051701,GO:0051704,GO:0051707,GO:0051716,GO:0051806,GO:0051817,GO:0051828,GO:0060089,GO:0060255,GO:0060627,GO:0065007,GO:0070201,GO:0070663,GO:0070665,GO:0071702,GO:0071705,GO:0071944,GO:0075733,GO:0080090,GO:0080134,GO:0090087,GO:0097323,GO:0097367,GO:0098542,GO:0098543,GO:0098552,GO:0098581,GO:0098609,GO:0098657,GO:0098742,GO:0104005,GO:1902579,GO:1903037,GO:1903039,GO:1903530,GO:1903532,GO:1903555,GO:1903557,GO:1904951
LOC111343732	GO:0002237,GO:0002376,GO:0003674,GO:0004888,GO:0005488,GO:0005537,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005768,GO:0005886,GO:0005887,GO:0006810,GO:0006897,GO:0006898,GO:0006950,GO:0006952,GO:0006955,GO:0007154,GO:0007165,GO:0008150,GO:0009605,GO:0009607,GO:0009617,GO:0009986,GO:0009987,GO:0010008,GO:0010033,GO:0012505,GO:0016020,GO:0016021,GO:0016192,GO:0023052,GO:0030246,GO:0031090,GO:0031224,GO:0031226,GO:0031410,GO:0031982,GO:0032496,GO:0033993,GO:0034097,GO:0034341,GO:0036094,GO:0038023,GO:0038024,GO:0042221,GO:0043207,GO:0043226,GO:0043227,GO:0043229,GO:0044422,GO:0044424,GO:0044425,GO:0044433,GO:0044440,GO:0044444,GO:0044446,GO:0044459,GO:0044464,GO:0045087,GO:0048029,GO:0050789,GO:0050794,GO:0050896,GO:0051179,GO:0051234,GO:0051704,GO:0051707,GO:0051716,GO:0060089,GO:0065007,GO:0070670,GO:0070887,GO:0071216,GO:0071219,GO:0071222,GO:0071310,GO:0071345,GO:0071346,GO:0071353,GO:0071396,GO:0071944,GO:0097708,GO:0098588,GO:0098657,GO:0098805,GO:1901700,GO:1901701
LOC111343733	GO:0004930,GO:0004993,GO:0005886,GO:0007186,GO:0007187,GO:0007268,GO:0016020,GO:0030425,GO:0030594
LOC111343735	GO:0000003,GO:0000166,GO:0000226,GO:0000278,GO:0000775,GO:0000776,GO:0000902,GO:0000904,GO:0000922,GO:0001775,GO:0001882,GO:0001883,GO:0002252,GO:0002263,GO:0002274,GO:0002275,GO:0002283,GO:0002366,GO:0002376,GO:0002443,GO:0002444,GO:0002446,GO:0002478,GO:0002495,GO:0002504,GO:0003006,GO:0003674,GO:0003774,GO:0003777,GO:0003824,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005694,GO:0005737,GO:0005813,GO:0005815,GO:0005819,GO:0005829,GO:0005856,GO:0005868,GO:0005874,GO:0005875,GO:0005886,GO:0006403,GO:0006810,GO:0006887,GO:0006888,GO:0006928,GO:0006955,GO:0006996,GO:0007010,GO:0007017,GO:0007018,GO:0007049,GO:0007051,GO:0007052,GO:0007088,GO:0007275,GO:0007276,GO:0007281,GO:0007292,GO:0007346,GO:0007399,GO:0007409,GO:0008088,GO:0008090,GO:0008150,GO:0009653,GO:0009719,GO:0009987,GO:0010033,GO:0010564,GO:0010769,GO:0010965,GO:0010970,GO:0010975,GO:0012505,GO:0012506,GO:0015630,GO:0015931,GO:0016020,GO:0016043,GO:0016192,GO:0016358,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0017076,GO:0017111,GO:0019001,GO:0019003,GO:0019882,GO:0019884,GO:0019886,GO:0019953,GO:0022008,GO:0022402,GO:0022412,GO:0022414,GO:0022603,GO:0022604,GO:0022607,GO:0030030,GO:0030071,GO:0030141,GO:0030154,GO:0030182,GO:0030286,GO:0030659,GO:0030667,GO:0030705,GO:0031090,GO:0031175,GO:0031344,GO:0031410,GO:0031982,GO:0032501,GO:0032502,GO:0032504,GO:0032549,GO:0032550,GO:0032553,GO:0032555,GO:0032561,GO:0032886,GO:0032940,GO:0032989,GO:0032990,GO:0032991,GO:0033036,GO:0033043,GO:0033044,GO:0033045,GO:0033047,GO:0035371,GO:0036094,GO:0036230,GO:0042119,GO:0042221,GO:0042995,GO:0043005,GO:0043167,GO:0043168,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043232,GO:0043299,GO:0043312,GO:0043933,GO:0044085,GO:0044422,GO:0044424,GO:0044427,GO:0044430,GO:0044433,GO:0044444,GO:0044446,GO:0044464,GO:0044703,GO:0045055,GO:0045321,GO:0045504,GO:0045595,GO:0045664,GO:0045787,GO:0045931,GO:0046605,GO:0046903,GO:0046907,GO:0048002,GO:0048193,GO:0048468,GO:0048477,GO:0048518,GO:0048522,GO:0048609,GO:0048666,GO:0048667,GO:0048699,GO:0048731,GO:0048812,GO:0048813,GO:0048814,GO:0048856,GO:0048858,GO:0048869,GO:0050657,GO:0050658,GO:0050767,GO:0050773,GO:0050789,GO:0050793,GO:0050794,GO:0050896,GO:0051028,GO:0051128,GO:0051179,GO:0051234,GO:0051236,GO:0051239,GO:0051259,GO:0051260,GO:0051493,GO:0051640,GO:0051641,GO:0051642,GO:0051649,GO:0051704,GO:0051716,GO:0051726,GO:0051783,GO:0051960,GO:0051983,GO:0060284,GO:0061564,GO:0061842,GO:0065003,GO:0065007,GO:0070507,GO:0070820,GO:0070848,GO:0070887,GO:0071310,GO:0071363,GO:0071495,GO:0071702,GO:0071705,GO:0071840,GO:0071944,GO:0090068,GO:0090231,GO:0090232,GO:0090266,GO:0090267,GO:0097159,GO:0097367,GO:0097458,GO:0097708,GO:0098588,GO:0098687,GO:0098805,GO:0098930,GO:0099080,GO:0099081,GO:0099111,GO:0099503,GO:0099512,GO:0099513,GO:0101002,GO:0101003,GO:0120025,GO:0120035,GO:0120036,GO:0120039,GO:1901265,GO:1901363,GO:1901976,GO:1901978,GO:1901987,GO:1901990,GO:1902099,GO:1902494,GO:1902850,GO:1903047,GO:1903504,GO:1905818,GO:1990089,GO:1990090,GO:1990752,GO:2000026
LOC111343736	GO:0030246
LOC111343737	GO:0000226,GO:0015631,GO:0018095,GO:0036064,GO:0036211,GO:0070740
LOC111343739	GO:0007064,GO:0031390
LOC111343740	GO:0000166,GO:0001882,GO:0001883,GO:0003674,GO:0003824,GO:0003924,GO:0005488,GO:0005525,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005768,GO:0005769,GO:0005856,GO:0005886,GO:0006810,GO:0006897,GO:0006996,GO:0007032,GO:0008150,GO:0009987,GO:0010256,GO:0012505,GO:0015629,GO:0016020,GO:0016043,GO:0016050,GO:0016192,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0017076,GO:0017111,GO:0019001,GO:0019003,GO:0030139,GO:0031410,GO:0031982,GO:0032535,GO:0032549,GO:0032550,GO:0032553,GO:0032555,GO:0032561,GO:0035639,GO:0036094,GO:0043167,GO:0043168,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043232,GO:0044424,GO:0044444,GO:0044464,GO:0045335,GO:0051179,GO:0051234,GO:0065007,GO:0065008,GO:0071840,GO:0071944,GO:0090066,GO:0097159,GO:0097367,GO:0097494,GO:0097708,GO:0098657,GO:1901265,GO:1901363
LOC111343741	
LOC111343743	GO:0000139,GO:0000209,GO:0000323,GO:0002376,GO:0002495,GO:0002504,GO:0003674,GO:0003824,GO:0004842,GO:0005102,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005764,GO:0005765,GO:0005768,GO:0005769,GO:0005770,GO:0005773,GO:0005774,GO:0005783,GO:0005789,GO:0005794,GO:0005802,GO:0005886,GO:0006464,GO:0006807,GO:0006955,GO:0008150,GO:0008152,GO:0008270,GO:0009889,GO:0009890,GO:0009892,GO:0009987,GO:0010008,GO:0010556,GO:0010558,GO:0010605,GO:0012505,GO:0016020,GO:0016567,GO:0016740,GO:0019222,GO:0019538,GO:0019787,GO:0019882,GO:0031090,GO:0031410,GO:0031901,GO:0031902,GO:0031982,GO:0031984,GO:0032446,GO:0032588,GO:0036211,GO:0042175,GO:0042287,GO:0042289,GO:0043167,GO:0043169,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044422,GO:0044424,GO:0044425,GO:0044431,GO:0044432,GO:0044433,GO:0044437,GO:0044440,GO:0044444,GO:0044446,GO:0044464,GO:0045346,GO:0045347,GO:0046872,GO:0046914,GO:0048002,GO:0048519,GO:0050789,GO:0050896,GO:0060255,GO:0061630,GO:0061659,GO:0065007,GO:0070647,GO:0071704,GO:0071944,GO:0097708,GO:0098588,GO:0098791,GO:0098805,GO:0098827,GO:0098852,GO:0140096,GO:1901564
LOC111343744	GO:0000075,GO:0000077,GO:0000151,GO:0000209,GO:0000278,GO:0003674,GO:0003824,GO:0004842,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005813,GO:0005815,GO:0005829,GO:0005856,GO:0006464,GO:0006508,GO:0006511,GO:0006807,GO:0006950,GO:0006974,GO:0007049,GO:0007093,GO:0007275,GO:0007346,GO:0007399,GO:0008150,GO:0008152,GO:0009056,GO:0009057,GO:0009987,GO:0010498,GO:0010564,GO:0010720,GO:0010769,GO:0010770,GO:0010948,GO:0010975,GO:0010976,GO:0015630,GO:0016567,GO:0016740,GO:0019005,GO:0019538,GO:0019787,GO:0019941,GO:0022008,GO:0022402,GO:0022603,GO:0022604,GO:0030154,GO:0030163,GO:0030332,GO:0030334,GO:0030335,GO:0031145,GO:0031146,GO:0031344,GO:0031346,GO:0031461,GO:0031570,GO:0031571,GO:0032446,GO:0032501,GO:0032502,GO:0032879,GO:0032991,GO:0033554,GO:0036211,GO:0036477,GO:0040012,GO:0040017,GO:0043025,GO:0043161,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043412,GO:0043632,GO:0043687,GO:0044237,GO:0044238,GO:0044248,GO:0044257,GO:0044260,GO:0044265,GO:0044267,GO:0044297,GO:0044422,GO:0044424,GO:0044430,GO:0044444,GO:0044446,GO:0044464,GO:0044773,GO:0044774,GO:0044783,GO:0044819,GO:0045595,GO:0045597,GO:0045664,GO:0045666,GO:0045786,GO:0045930,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048699,GO:0048731,GO:0048814,GO:0048856,GO:0048869,GO:0050767,GO:0050769,GO:0050773,GO:0050775,GO:0050789,GO:0050793,GO:0050794,GO:0050896,GO:0051094,GO:0051128,GO:0051130,GO:0051239,GO:0051240,GO:0051270,GO:0051272,GO:0051603,GO:0051716,GO:0051726,GO:0051960,GO:0051962,GO:0060284,GO:0065007,GO:0070647,GO:0071704,GO:0097458,GO:0120035,GO:0140096,GO:1900006,GO:1901564,GO:1901565,GO:1901575,GO:1901987,GO:1901988,GO:1901990,GO:1901991,GO:1902494,GO:1902806,GO:1902807,GO:1903047,GO:1990234,GO:2000026,GO:2000045,GO:2000134,GO:2000145,GO:2000147,GO:2001222,GO:2001224
LOC111343745	GO:0003674,GO:0005488,GO:0005515,GO:0030246
LOC111343746	GO:0030246
LOC111343747	GO:0003676,GO:0003723
LOC111343748	GO:0000086,GO:0000278,GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0005813,GO:0005815,GO:0005829,GO:0005856,GO:0005929,GO:0006810,GO:0006928,GO:0006996,GO:0007017,GO:0007018,GO:0007049,GO:0007154,GO:0007165,GO:0007166,GO:0007224,GO:0007346,GO:0008104,GO:0008150,GO:0009987,GO:0010389,GO:0010564,GO:0010970,GO:0015630,GO:0016043,GO:0022402,GO:0022406,GO:0022607,GO:0023052,GO:0030030,GO:0030031,GO:0030705,GO:0031503,GO:0033036,GO:0034613,GO:0036064,GO:0042073,GO:0042802,GO:0042995,GO:0043113,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0044085,GO:0044422,GO:0044424,GO:0044430,GO:0044441,GO:0044444,GO:0044446,GO:0044463,GO:0044464,GO:0044770,GO:0044772,GO:0044782,GO:0044839,GO:0046907,GO:0050789,GO:0050794,GO:0050896,GO:0051179,GO:0051234,GO:0051640,GO:0051641,GO:0051649,GO:0051668,GO:0051716,GO:0051726,GO:0060271,GO:0060830,GO:0065007,GO:0070727,GO:0070925,GO:0071840,GO:0072657,GO:0097711,GO:0099111,GO:0120025,GO:0120031,GO:0120036,GO:0120038,GO:0140056,GO:1901987,GO:1901990,GO:1902749,GO:1903047
LOC111343749	GO:0000139,GO:0006493,GO:0007275,GO:0007399,GO:0008037,GO:0008038,GO:0008039,GO:0008150,GO:0009101,GO:0009987,GO:0016020,GO:0016757,GO:0016758,GO:0022008,GO:0030154,GO:0030182,GO:0032501,GO:0032502,GO:0048468,GO:0048666,GO:0048699,GO:0048731,GO:0048856,GO:0048869
LOC111343752	
LOC111343754	GO:0030246
LOC111343757	GO:0000902,GO:0000904,GO:0001678,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0005886,GO:0006810,GO:0006839,GO:0006915,GO:0006996,GO:0007005,GO:0007154,GO:0007267,GO:0007268,GO:0007275,GO:0007399,GO:0007409,GO:0007417,GO:0008150,GO:0008219,GO:0008637,GO:0009653,GO:0009743,GO:0009746,GO:0009749,GO:0009987,GO:0010033,GO:0010035,GO:0010038,GO:0012501,GO:0016020,GO:0016043,GO:0019725,GO:0021675,GO:0022008,GO:0023052,GO:0030030,GO:0030154,GO:0030182,GO:0031175,GO:0032501,GO:0032502,GO:0032989,GO:0032990,GO:0033500,GO:0034284,GO:0035864,GO:0035865,GO:0042221,GO:0042592,GO:0042593,GO:0042995,GO:0043005,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043653,GO:0044424,GO:0044444,GO:0044464,GO:0048468,GO:0048666,GO:0048667,GO:0048699,GO:0048731,GO:0048812,GO:0048856,GO:0048858,GO:0048869,GO:0048878,GO:0050896,GO:0051179,GO:0051234,GO:0051716,GO:0055082,GO:0060384,GO:0060385,GO:0061564,GO:0065007,GO:0065008,GO:0070887,GO:0071241,GO:0071248,GO:0071310,GO:0071322,GO:0071326,GO:0071331,GO:0071333,GO:0071840,GO:0071944,GO:0097458,GO:0098916,GO:0099536,GO:0099537,GO:0120025,GO:0120036,GO:0120039,GO:1901700,GO:1901701
LOC111343758	GO:0000003,GO:0001558,GO:0003674,GO:0003824,GO:0004161,GO:0004337,GO:0004659,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005737,GO:0005739,GO:0005759,GO:0005777,GO:0005829,GO:0006066,GO:0006629,GO:0006644,GO:0006694,GO:0006695,GO:0006720,GO:0006721,GO:0006793,GO:0006796,GO:0006928,GO:0007276,GO:0008150,GO:0008152,GO:0008202,GO:0008203,GO:0008299,GO:0008354,GO:0008610,GO:0008654,GO:0009058,GO:0009889,GO:0009891,GO:0009893,GO:0009987,GO:0010611,GO:0010613,GO:0010720,GO:0010893,GO:0014742,GO:0014743,GO:0016114,GO:0016125,GO:0016126,GO:0016202,GO:0016477,GO:0016740,GO:0016765,GO:0019216,GO:0019218,GO:0019222,GO:0019637,GO:0019953,GO:0022412,GO:0022414,GO:0030307,GO:0031974,GO:0031981,GO:0032501,GO:0032504,GO:0040008,GO:0040011,GO:0042579,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0043502,GO:0044057,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044281,GO:0044283,GO:0044422,GO:0044424,GO:0044428,GO:0044429,GO:0044444,GO:0044446,GO:0044464,GO:0044703,GO:0045337,GO:0045338,GO:0045540,GO:0045542,GO:0045595,GO:0045597,GO:0045834,GO:0045844,GO:0045927,GO:0045940,GO:0046165,GO:0046620,GO:0046622,GO:0046889,GO:0046890,GO:0048518,GO:0048522,GO:0048583,GO:0048609,GO:0048634,GO:0048636,GO:0048638,GO:0048639,GO:0048870,GO:0050789,GO:0050793,GO:0050794,GO:0050810,GO:0051094,GO:0051128,GO:0051147,GO:0051149,GO:0051153,GO:0051155,GO:0051179,GO:0051239,GO:0051240,GO:0051674,GO:0051704,GO:0055021,GO:0055023,GO:0055024,GO:0055025,GO:0060284,GO:0060420,GO:0060421,GO:0061050,GO:0061051,GO:0062012,GO:0062013,GO:0065007,GO:0070013,GO:0071704,GO:0080090,GO:0090181,GO:0090205,GO:0090257,GO:0090407,GO:0106118,GO:0106120,GO:1901360,GO:1901362,GO:1901576,GO:1901615,GO:1901617,GO:1901861,GO:1901863,GO:1902652,GO:1902653,GO:1902930,GO:1902932,GO:1905207,GO:1905209,GO:2000026,GO:2000725,GO:2000727
LOC111343759	GO:0003674,GO:0005215,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006810,GO:0006811,GO:0006820,GO:0008150,GO:0008509,GO:0008514,GO:0015075,GO:0015711,GO:0016020,GO:0016021,GO:0022857,GO:0031224,GO:0031226,GO:0034220,GO:0044425,GO:0044459,GO:0044464,GO:0051179,GO:0051234,GO:0055085,GO:0071702,GO:0071944,GO:0098656
LOC111343760	
LOC111343761	GO:0016020,GO:0022857,GO:0055085
LOC111343762	GO:0016020,GO:0022857,GO:0055085
LOC111343763	GO:0004930,GO:0005886,GO:0007186,GO:0016020
LOC111343764	GO:0001889,GO:0003674,GO:0003824,GO:0003994,GO:0005488,GO:0005506,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0005759,GO:0005829,GO:0006082,GO:0006091,GO:0006099,GO:0006101,GO:0006102,GO:0006950,GO:0007275,GO:0008150,GO:0008152,GO:0008198,GO:0009060,GO:0009987,GO:0015980,GO:0016829,GO:0016835,GO:0016836,GO:0016999,GO:0017144,GO:0019752,GO:0031974,GO:0032501,GO:0032502,GO:0035900,GO:0043167,GO:0043169,GO:0043209,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0043436,GO:0044237,GO:0044238,GO:0044281,GO:0044422,GO:0044424,GO:0044429,GO:0044444,GO:0044446,GO:0044464,GO:0045333,GO:0046872,GO:0046914,GO:0048037,GO:0048513,GO:0048731,GO:0048732,GO:0048856,GO:0050896,GO:0051536,GO:0051538,GO:0051539,GO:0051540,GO:0055114,GO:0061008,GO:0070013,GO:0071704,GO:0072350
LOC111343767	
LOC111343768	GO:0001650,GO:0003674,GO:0003676,GO:0003723,GO:0003743,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005730,GO:0005737,GO:0005829,GO:0005852,GO:0006412,GO:0006413,GO:0006518,GO:0006807,GO:0008135,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0016032,GO:0019080,GO:0019081,GO:0019538,GO:0031974,GO:0031981,GO:0032991,GO:0034641,GO:0034645,GO:0043043,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044403,GO:0044419,GO:0044422,GO:0044424,GO:0044428,GO:0044444,GO:0044446,GO:0044452,GO:0044464,GO:0051704,GO:0070013,GO:0071704,GO:0075525,GO:0097159,GO:1901363,GO:1901564,GO:1901566,GO:1901576
LOC111343769	
LOC111343770	GO:0001932,GO:0001934,GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005737,GO:0005829,GO:0006355,GO:0007049,GO:0007050,GO:0007154,GO:0007165,GO:0007492,GO:0007498,GO:0008047,GO:0008064,GO:0008104,GO:0008150,GO:0008361,GO:0009888,GO:0009889,GO:0009891,GO:0009893,GO:0009894,GO:0009966,GO:0009967,GO:0009987,GO:0010468,GO:0010506,GO:0010556,GO:0010557,GO:0010562,GO:0010604,GO:0010628,GO:0010638,GO:0010646,GO:0010647,GO:0016043,GO:0016241,GO:0019207,GO:0019209,GO:0019219,GO:0019220,GO:0019222,GO:0019887,GO:0022402,GO:0023051,GO:0023052,GO:0023056,GO:0030234,GO:0030295,GO:0030832,GO:0030833,GO:0030838,GO:0031323,GO:0031325,GO:0031326,GO:0031328,GO:0031329,GO:0031334,GO:0031399,GO:0031401,GO:0031929,GO:0031931,GO:0031932,GO:0031974,GO:0031981,GO:0032006,GO:0032008,GO:0032147,GO:0032148,GO:0032268,GO:0032270,GO:0032271,GO:0032273,GO:0032502,GO:0032535,GO:0032956,GO:0032970,GO:0032991,GO:0033036,GO:0033043,GO:0033365,GO:0033674,GO:0034504,GO:0034613,GO:0035556,GO:0038201,GO:0038202,GO:0038203,GO:0042325,GO:0042327,GO:0043085,GO:0043087,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0043254,GO:0043539,GO:0043549,GO:0044087,GO:0044089,GO:0044093,GO:0044422,GO:0044424,GO:0044428,GO:0044444,GO:0044446,GO:0044464,GO:0045786,GO:0045793,GO:0045859,GO:0045860,GO:0045893,GO:0045935,GO:0045937,GO:0046626,GO:0046628,GO:0048382,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048583,GO:0048584,GO:0048856,GO:0050730,GO:0050731,GO:0050789,GO:0050790,GO:0050794,GO:0050896,GO:0051128,GO:0051130,GO:0051171,GO:0051173,GO:0051174,GO:0051179,GO:0051246,GO:0051247,GO:0051252,GO:0051254,GO:0051336,GO:0051338,GO:0051347,GO:0051493,GO:0051495,GO:0051641,GO:0051716,GO:0051726,GO:0051896,GO:0051897,GO:0060255,GO:0061586,GO:0065007,GO:0065008,GO:0065009,GO:0070013,GO:0070727,GO:0071840,GO:0071900,GO:0071902,GO:0080090,GO:0080134,GO:0080135,GO:0090066,GO:0098772,GO:0110053,GO:1900034,GO:1900076,GO:1900078,GO:1902531,GO:1902533,GO:1902680,GO:1902903,GO:1902905,GO:1903506,GO:1903508,GO:2000112,GO:2001141
