NCBI GeneID	Symbol	Description	Gene Type	Annotation Genomic Range Accession 	SwissProt Accessions
111321132	LOC111321132	uncharacterized LOC111321132	PSEUDO	NW_019217785.1	
111321139	LOC111321139	uncharacterized LOC111321139	PSEUDO	NW_019217785.1	
111321146	LOC111321146	peptidylprolyl isomerase domain and WD repeat-containing protein 1-like	PSEUDO	NW_019217809.1	
111321147	LOC111321147	uncharacterized LOC111321147	PROTEIN_CODING	NW_019217809.1	
111321149	LOC111321149	uncharacterized LOC111321149	PROTEIN_CODING	NW_019217809.1	
111321153	LOC111321153	uncharacterized LOC111321153	PROTEIN_CODING	NW_019217809.1	
111321155	LOC111321155	uncharacterized LOC111321155	PROTEIN_CODING	NW_019217809.1	
111321157	LOC111321157	uncharacterized LOC111321157	PSEUDO	NW_019217809.1	
111321158	LOC111321158	uncharacterized LOC111321158	ncRNA	NW_019217809.1	
111321162	LOC111321162	uncharacterized LOC111321162	ncRNA	NW_019217809.1	
111321169	LOC111321169	piggyBac transposable element-derived protein 4-like	PSEUDO	NW_019217785.1	
111321177	LOC111321177	uncharacterized LOC111321177	ncRNA	NW_019217809.1	
111321187	LOC111321187	uncharacterized LOC111321187	PROTEIN_CODING	NW_019217809.1	
111321193	LOC111321193	uncharacterized LOC111321193	PSEUDO	NW_019217809.1	
111321196	LOC111321196	uncharacterized LOC111321196	ncRNA	NW_019217809.1	
111321200	LOC111321200	uncharacterized LOC111321200	PROTEIN_CODING	NW_019217809.1	
111321206	LOC111321206	uncharacterized LOC111321206	PROTEIN_CODING	NW_019217809.1	
111321208	LOC111321208	uncharacterized LOC111321208	PROTEIN_CODING	NW_019217809.1	
111321209	LOC111321209	uncharacterized LOC111321209	PROTEIN_CODING	NW_019217809.1	
111321214	LOC111321214	uncharacterized LOC111321214	ncRNA	NW_019217809.1	
111321215	LOC111321215	uncharacterized LOC111321215	PROTEIN_CODING	NW_019217809.1	
111321218	LOC111321218	uncharacterized LOC111321218	PROTEIN_CODING	NW_019217809.1	
111321220	LOC111321220	uncharacterized LOC111321220	PROTEIN_CODING	NW_019217809.1	
111321226	LOC111321226	PP2C-like domain-containing protein CG9801	PROTEIN_CODING	NW_019217809.1	
111321227	LOC111321227	SET domain-containing protein 9-like	PROTEIN_CODING	NW_019217809.1	
111321241	LOC111321241	uncharacterized LOC111321241	PROTEIN_CODING	NW_019217809.1	
111321244	LOC111321244	uncharacterized protein K02A2.6-like	PSEUDO	NW_019217785.1	
111321247	Trnat-ugu	transfer RNA threonine (anticodon UGU)	tRNA	NW_019217809.1	
111321250	LOC111321250	uncharacterized LOC111321250	ncRNA	NW_019217810.1	
111321252	LOC111321252	uncharacterized LOC111321252	ncRNA	NW_019217810.1	
111321261	LOC111321261	uncharacterized LOC111321261	PSEUDO	NW_019217785.1	
111321281	LOC111321281	uncharacterized LOC111321281	ncRNA	NW_019217810.1	
111321290	LOC111321290	uncharacterized LOC111321290	ncRNA	NW_019217784.1	
111321293	LOC111321293	uncharacterized LOC111321293	ncRNA	NW_019217810.1	
111321295	LOC111321295	uncharacterized LOC111321295	ncRNA	NW_019217810.1	
111321298	LOC111321298	uncharacterized LOC111321298	PROTEIN_CODING	NW_019217810.1	
111321305	LOC111321305	uncharacterized LOC111321305	PROTEIN_CODING	NW_019217810.1	
111321313	LOC111321313	uncharacterized LOC111321313	ncRNA	NW_019217810.1	
111321318	LOC111321318	uncharacterized LOC111321318	ncRNA	NW_019217810.1	
111321322	LOC111321322	uncharacterized LOC111321322	ncRNA	NW_019217810.1	
111321327	LOC111321327	uncharacterized LOC111321327	ncRNA	NW_019217810.1	
111321329	LOC111321329	uncharacterized LOC111321329	ncRNA	NW_019217810.1	
111321330	LOC111321330	uncharacterized LOC111321330	ncRNA	NW_019217810.1	
111321332	LOC111321332	uncharacterized LOC111321332	PROTEIN_CODING	NW_019217810.1	
111321333	LOC111321333	splicing regulatory glutamine/lysine-rich protein 1-like	PROTEIN_CODING	NW_019217810.1	
111321334	LOC111321334	uncharacterized LOC111321334	PSEUDO	NW_019217810.1	
111321336	LOC111321336	uncharacterized protein K02A2.6-like	PROTEIN_CODING	NW_019217810.1	
111321337	LOC111321337	uncharacterized LOC111321337	PROTEIN_CODING	NW_019217810.1	
111321345	LOC111321345	macoilin-like	PROTEIN_CODING	NW_019217810.1	
111321349	LOC111321349	uncharacterized LOC111321349	ncRNA	NW_019217810.1	
111321354	LOC111321354	dickkopf-related protein 3-like	PSEUDO	NW_019217810.1	
111321357	LOC111321357	uncharacterized LOC111321357	ncRNA	NW_019217810.1	
111321362	LOC111321362	techylectin-5B-like	PSEUDO	NW_019217810.1	
111321366	LOC111321366	uncharacterized LOC111321366	ncRNA	NW_019217810.1	
111321367	LOC111321367	microfibril-associated glycoprotein 4-like	PSEUDO	NW_019217810.1	
111321369	Trnaq-cug	transfer RNA glutamine (anticodon CUG)	tRNA	NW_019217810.1	
111321370	Trnaq-uug	transfer RNA glutamine (anticodon UUG)	tRNA	NW_019217810.1	
111321372	Trnaq-cug	transfer RNA glutamine (anticodon CUG)	tRNA	NW_019217810.1	
111321383	LOC111321383	uncharacterized LOC111321383	PROTEIN_CODING	NW_019217811.1	
111321387	LOC111321387	uncharacterized LOC111321387	ncRNA	NW_019217811.1	
111321390	LOC111321390	uncharacterized LOC111321390	PROTEIN_CODING	NW_019217811.1	
111321404	LOC111321404	uncharacterized LOC111321404	ncRNA	NW_019217811.1	
111321407	LOC111321407	uncharacterized LOC111321407	PROTEIN_CODING	NW_019217811.1	
111321420	LOC111321420	uncharacterized LOC111321420	PROTEIN_CODING	NW_019217811.1	
111321422	LOC111321422	actin-3	PROTEIN_CODING	NW_019217811.1	
111321426	LOC111321426	uncharacterized LOC111321426	ncRNA	NW_019217811.1	
111321427	LOC111321427	uncharacterized LOC111321427	ncRNA	NW_019217811.1	
111321432	LOC111321432	uncharacterized LOC111321432	PSEUDO	NW_019217785.1	
111321449	LOC111321449	uncharacterized LOC111321449	ncRNA	NW_019217811.1	
111321452	LOC111321452	tripartite motif-containing protein 45-like	PSEUDO	NW_019217811.1	
111321454	LOC111321454	B-box type zinc finger protein ncl-1-like	PSEUDO	NW_019217811.1	
111321456	LOC111321456	E3 ubiquitin-protein ligase TRIM71-like	PSEUDO	NW_019217811.1	
111321458	LOC111321458	melatonin receptor type 1B-B-like	PSEUDO	NW_019217811.1	
111321459	LOC111321459	UPF0573 protein C2orf70 homolog B-like	PROTEIN_CODING	NW_019217811.1	
111321460	LOC111321460	rRNA-processing protein FYV7-like	PROTEIN_CODING	NW_019217811.1	
111321463	LOC111321463	arylsulfatase J-like	PROTEIN_CODING	NW_019217811.1	
111321480	Trnat-agu	transfer RNA threonine (anticodon AGU)	tRNA	NW_019217811.1	
111321481	Trnal-aag	transfer RNA leucine (anticodon AAG)	tRNA	NW_019217811.1	
111321482	Trnat-ugu	transfer RNA threonine (anticodon UGU)	tRNA	NW_019217811.1	
111321484	LOC111321484	uncharacterized LOC111321484	ncRNA	NW_019217812.1	
111321487	LOC111321487	uncharacterized LOC111321487	ncRNA	NW_019217812.1	
111321490	LOC111321490	uncharacterized LOC111321490	PROTEIN_CODING	NW_019217812.1	
111321495	LOC111321495	uncharacterized protein KIAA1958-like	PROTEIN_CODING	NW_019217812.1	
111321503	LOC111321503	uncharacterized LOC111321503	PROTEIN_CODING	NW_019217812.1	
111321506	LOC111321506	UPF0415 protein C7orf25 homolog	PROTEIN_CODING	NW_019217812.1	
111321507	LOC111321507	uncharacterized LOC111321507	PROTEIN_CODING	NW_019217812.1	
111321508	LOC111321508	transmembrane protein 26-like	PROTEIN_CODING	NW_019217812.1	
111321511	LOC111321511	coadhesin-like	PROTEIN_CODING	NW_019217812.1	
111321512	LOC111321512	thrombospondin-1-like	PROTEIN_CODING	NW_019217812.1	
111321513	LOC111321513	uncharacterized LOC111321513	PROTEIN_CODING	NW_019217812.1	
111321514	LOC111321514	uncharacterized LOC111321514	PSEUDO	NW_019217812.1	
111321515	LOC111321515	uncharacterized LOC111321515	PROTEIN_CODING	NW_019217812.1	
111321516	LOC111321516	uncharacterized LOC111321516	PSEUDO	NW_019217812.1	
111321518	LOC111321518	tetraspanin-33 pseudogene	PSEUDO	NW_019217812.1	
111321529	LOC111321529	uncharacterized LOC111321529	PROTEIN_CODING	NW_019217812.1	
111321537	LOC111321537	uncharacterized LOC111321537	PROTEIN_CODING	NW_019217812.1	
111321538	LOC111321538	uncharacterized LOC111321538	PSEUDO	NW_019217812.1	
111321539	LOC111321539	uncharacterized LOC111321539	PROTEIN_CODING	NW_019217785.1	
111321540	LOC111321540	uncharacterized LOC111321540	ncRNA	NW_019217812.1	
111321541	LOC111321541	uncharacterized LOC111321541	PROTEIN_CODING	NW_019217812.1	
111321544	LOC111321544	uncharacterized LOC111321544	ncRNA	NW_019217812.1	
111321553	LOC111321553	von Willebrand factor A domain-containing protein 7-like	PROTEIN_CODING	NW_019217812.1	
111321558	LOC111321558	uncharacterized LOC111321558	ncRNA	NW_019217812.1	
111321562	LOC111321562	uncharacterized LOC111321562	ncRNA	NW_019217812.1	
111321563	LOC111321563	uncharacterized LOC111321563	PSEUDO	NW_019217812.1	
111321564	LOC111321564	uncharacterized LOC111321564	PROTEIN_CODING	NW_019217812.1	
111321565	Trnac-gca	transfer RNA cysteine (anticodon GCA)	tRNA	NW_019217812.1	
111321566	Trnar-ccg	transfer RNA arginine (anticodon CCG)	tRNA	NW_019217812.1	
111321599	LOC111321599	uncharacterized LOC111321599	PROTEIN_CODING	NW_019217813.1	
111321621	LOC111321621	uncharacterized LOC111321621	PSEUDO	NW_019217813.1	
111321636	LOC111321636	uncharacterized LOC111321636	PROTEIN_CODING	NW_019217813.1	
111321637	LOC111321637	G protein-activated inward rectifier potassium channel 3 pseudogene	PSEUDO	NW_019217813.1	
111321646	LOC111321646	uncharacterized LOC111321646	ncRNA	NW_019217813.1	
111321649	LOC111321649	uncharacterized LOC111321649	ncRNA	NW_019217813.1	
111321650	LOC111321650	uncharacterized LOC111321650	ncRNA	NW_019217813.1	
111321659	LOC111321659	uncharacterized LOC111321659	PROTEIN_CODING	NW_019217813.1	
111321662	Trnat-ugu	transfer RNA threonine (anticodon UGU)	tRNA	NW_019217813.1	
111321663	Trnam-cau	transfer RNA methionine (anticodon CAU)	tRNA	NW_019217813.1	
111321664	LOC111321664	uncharacterized LOC111321664	PROTEIN_CODING	NW_019217814.1	
111321667	LOC111321667	ATP-dependent DNA helicase RecQ-like	PSEUDO	NW_019217814.1	
111321668	LOC111321668	uncharacterized LOC111321668	ncRNA	NW_019217814.1	
111321693	LOC111321693	uncharacterized LOC111321693	PSEUDO	NW_019217785.1	
111321696	LOC111321696	uncharacterized LOC111321696	ncRNA	NW_019217814.1	
111321702	LOC111321702	uncharacterized LOC111321702	ncRNA	NW_019217814.1	
111321710	LOC111321710	uncharacterized LOC111321710	ncRNA	NW_019217814.1	
111321719	LOC111321719	uncharacterized LOC111321719	ncRNA	NW_019217814.1	
111321725	LOC111321725	uncharacterized LOC111321725	PROTEIN_CODING	NW_019217814.1	
111321729	LOC111321729	kelch-like protein 12	PSEUDO	NW_019217814.1	
111321746	LOC111321746	uncharacterized LOC111321746	PROTEIN_CODING	NW_019217814.1	
111321747	LOC111321747	uncharacterized LOC111321747	ncRNA	NW_019217814.1	
111321749	LOC111321749	uncharacterized LOC111321749	PROTEIN_CODING	NW_019217814.1	
111321751	LOC111321751	uncharacterized LOC111321751	PSEUDO	NW_019217785.1	
111321756	LOC111321756	uncharacterized LOC111321756	PROTEIN_CODING	NW_019217814.1	
111321762	LOC111321762	uncharacterized LOC111321762	PROTEIN_CODING	NW_019217814.1	
111321763	LOC111321763	uncharacterized LOC111321763	PROTEIN_CODING	NW_019217814.1	
111321769	LOC111321769	uncharacterized LOC111321769	PROTEIN_CODING	NW_019217814.1	
111321775	LOC111321775	UPF0390 protein zgc136864-like	PROTEIN_CODING	NW_019217815.1	
111321779	LOC111321779	uncharacterized LOC111321779	PROTEIN_CODING	NW_019217784.1	
111321780	LOC111321780	uncharacterized protein C1orf112-like	PROTEIN_CODING	NW_019217785.1	
111321786	LOC111321786	uncharacterized LOC111321786	PSEUDO	NW_019217815.1	
111321787	LOC111321787	uncharacterized LOC111321787	PROTEIN_CODING	NW_019217815.1	
111321788	LOC111321788	piggyBac transposable element-derived protein 4-like	PROTEIN_CODING	NW_019217815.1	
111321789	LOC111321789	zinc finger MYM-type protein 1-like	PROTEIN_CODING	NW_019217815.1	
111321791	LOC111321791	uncharacterized LOC111321791	PSEUDO	NW_019217815.1	
111321792	LOC111321792	uncharacterized LOC111321792	PROTEIN_CODING	NW_019217815.1	
111321793	LOC111321793	involucrin-like	PROTEIN_CODING	NW_019217815.1	
111321794	LOC111321794	uncharacterized LOC111321794	PROTEIN_CODING	NW_019217815.1	
111321795	LOC111321795	uncharacterized LOC111321795	PSEUDO	NW_019217815.1	
111321797	LOC111321797	uncharacterized protein K02A2.6-like	PROTEIN_CODING	NW_019217815.1	
111321798	LOC111321798	uncharacterized LOC111321798	PSEUDO	NW_019217815.1	
111321800	LOC111321800	uncharacterized LOC111321800	PSEUDO	NW_019217815.1	
111321803	LOC111321803	uncharacterized LOC111321803	PROTEIN_CODING	NW_019217815.1	
111321804	LOC111321804	uncharacterized LOC111321804	PROTEIN_CODING	NW_019217815.1	
111321805	LOC111321805	uncharacterized LOC111321805	PSEUDO	NW_019217815.1	
111321808	LOC111321808	transmembrane protein 180-like	PROTEIN_CODING	NW_019217815.1	
111321821	LOC111321821	uncharacterized LOC111321821	PROTEIN_CODING	NW_019217815.1	
111321829	LOC111321829	uncharacterized LOC111321829	PROTEIN_CODING	NW_019217815.1	
111321833	LOC111321833	uncharacterized LOC111321833	PROTEIN_CODING	NW_019217815.1	
111321834	LOC111321834	uncharacterized LOC111321834	ncRNA	NW_019217815.1	
111321835	LOC111321835	uncharacterized LOC111321835	ncRNA	NW_019217815.1	
111321836	LOC111321836	uncharacterized LOC111321836	PSEUDO	NW_019217815.1	
111321845	LOC111321845	uncharacterized LOC111321845	PROTEIN_CODING	NW_019217815.1	
111321846	LOC111321846	uncharacterized LOC111321846	PROTEIN_CODING	NW_019217815.1	
111321848	LOC111321848	uncharacterized LOC111321848	ncRNA	NW_019217815.1	
111321855	Trnar-ucu	transfer RNA arginine (anticodon UCU)	tRNA	NW_019217815.1	
111321857	LOC111321857	uncharacterized LOC111321857	ncRNA	NW_019217816.1	
111321864	LOC111321864	THAP domain-containing protein 5-like	PROTEIN_CODING	NW_019217784.1	
111321866	LOC111321866	probable cysteine desulfurase	PROTEIN_CODING	NW_019217816.1	
111321869	LOC111321869	uncharacterized LOC111321869	PSEUDO	NW_019217816.1	
111321874	LOC111321874	uncharacterized LOC111321874	PROTEIN_CODING	NW_019217816.1	
111321878	LOC111321878	uncharacterized LOC111321878	ncRNA	NW_019217816.1	
111321900	LOC111321900	uncharacterized LOC111321900	ncRNA	NW_019217785.1	
111321903	LOC111321903	uncharacterized LOC111321903	PSEUDO	NW_019217816.1	
111321904	LOC111321904	uncharacterized LOC111321904	ncRNA	NW_019217816.1	
111321905	LOC111321905	FGFR1 oncogene partner 2 homolog	PROTEIN_CODING	NW_019217816.1	
111321907	LOC111321907	uncharacterized LOC111321907	PSEUDO	NW_019217816.1	
111321913	LOC111321913	uncharacterized LOC111321913	ncRNA	NW_019217816.1	
111321917	LOC111321917	uncharacterized LOC111321917	PROTEIN_CODING	NW_019217816.1	
111321919	LOC111321919	centrosomal protein of 290 kDa-like	PROTEIN_CODING	NW_019217816.1	
111321926	LOC111321926	hsp70-binding protein 1-like	PROTEIN_CODING	NW_019217816.1	
111321928	LOC111321928	collagen alpha-6(VI) chain-like	PROTEIN_CODING	NW_019217816.1	
111321931	LOC111321931	zinc finger protein 862-like	PSEUDO	NW_019217816.1	
111321932	LOC111321932	uncharacterized LOC111321932	PROTEIN_CODING	NW_019217785.1	
111321933	LOC111321933	uncharacterized LOC111321933	ncRNA	NW_019217816.1	
111321940	Trnal-cag	transfer RNA leucine (anticodon CAG)	tRNA	NW_019217816.1	
111321941	LOC111321941	uncharacterized LOC111321941	ncRNA	NW_019217784.1	
111321942	LOC111321942	uncharacterized protein K02A2.6-like	PSEUDO	NW_019217785.1	
111321945	LOC111321945	uncharacterized LOC111321945	ncRNA	NW_019217817.1	
111321949	LOC111321949	vicilin-like seed storage protein At2g18540	PROTEIN_CODING	NW_019217817.1	
111321954	LOC111321954	calponin homology domain-containing protein DDB_G0272472-like	PROTEIN_CODING	NW_019217817.1	
111321955	LOC111321955	calponin homology domain-containing protein DDB_G0272472-like	PROTEIN_CODING	NW_019217817.1	
111321958	LOC111321958	uncharacterized LOC111321958	PROTEIN_CODING	NW_019217817.1	
111321959	LOC111321959	uncharacterized LOC111321959	PROTEIN_CODING	NW_019217817.1	
111321962	LOC111321962	uncharacterized LOC111321962	PROTEIN_CODING	NW_019217785.1	
111321967	LOC111321967	uncharacterized LOC111321967	PROTEIN_CODING	NW_019217817.1	
111321987	LOC111321987	uncharacterized LOC111321987	PROTEIN_CODING	NW_019217817.1	
111321990	LOC111321990	uncharacterized LOC111321990	PROTEIN_CODING	NW_019217817.1	
111321995	LOC111321995	uncharacterized LOC111321995	PROTEIN_CODING	NW_019217817.1	
111321996	LOC111321996	uncharacterized LOC111321996	ncRNA	NW_019217817.1	
111322000	LOC111322000	arylsulfatase B-like	PROTEIN_CODING	NW_019217785.1	
111322007	LOC111322007	uncharacterized LOC111322007	PROTEIN_CODING	NW_019217817.1	
111322012	LOC111322012	uncharacterized LOC111322012	PROTEIN_CODING	NW_019217817.1	
111322016	LOC111322016	uncharacterized LOC111322016	PROTEIN_CODING	NW_019217817.1	
111322019	LOC111322019	uncharacterized LOC111322019	PROTEIN_CODING	NW_019217817.1	
111322021	LOC111322021	uncharacterized LOC111322021	ncRNA	NW_019217817.1	
111322025	LOC111322025	adhesive plaque matrix protein 2-like	PROTEIN_CODING	NW_019217817.1	
111322030	LOC111322030	uncharacterized LOC111322030	PROTEIN_CODING	NW_019217817.1	
111322035	LOC111322035	uncharacterized LOC111322035	PROTEIN_CODING	NW_019217817.1	
111322036	LOC111322036	uncharacterized LOC111322036	ncRNA	NW_019217817.1	
111322041	LOC111322041	formin-like protein 13	PROTEIN_CODING	NW_019217817.1	
111322044	LOC111322044	uncharacterized LOC111322044	PROTEIN_CODING	NW_019217817.1	
111322046	LOC111322046	uncharacterized LOC111322046	PROTEIN_CODING	NW_019217817.1	
111322048	LOC111322048	uncharacterized LOC111322048	PROTEIN_CODING	NW_019217817.1	
111322050	LOC111322050	uncharacterized LOC111322050	PROTEIN_CODING	NW_019217817.1	
111322051	LOC111322051	uncharacterized LOC111322051	PROTEIN_CODING	NW_019217817.1	
111322052	LOC111322052	uncharacterized LOC111322052	PSEUDO	NW_019217817.1	
111322053	LOC111322053	uncharacterized LOC111322053	PROTEIN_CODING	NW_019217817.1	
111322056	LOC111322056	glutamate carboxypeptidase 2-like	PSEUDO	NW_019217817.1	
111322058	LOC111322058	cGMP-dependent protein kinase 1-like	PROTEIN_CODING	NW_019217817.1	
111322059	LOC111322059	uncharacterized LOC111322059	PROTEIN_CODING	NW_019217817.1	
111322060	LOC111322060	uncharacterized LOC111322060	PROTEIN_CODING	NW_019217817.1	
111322067	LOC111322067	uncharacterized LOC111322067	PROTEIN_CODING	NW_019217817.1	
111322072	LOC111322072	uncharacterized LOC111322072	PROTEIN_CODING	NW_019217817.1	
111322073	Trnaq-cug	transfer RNA glutamine (anticodon CUG)	tRNA	NW_019217817.1	
111322074	Trnaq-uug	transfer RNA glutamine (anticodon UUG)	tRNA	NW_019217817.1	
111322075	Trnaq-cug	transfer RNA glutamine (anticodon CUG)	tRNA	NW_019217817.1	
111322082	LOC111322082	uncharacterized LOC111322082	PROTEIN_CODING	NW_019217818.1	
111322093	LOC111322093	uncharacterized LOC111322093	PSEUDO	NW_019217818.1	
111322104	LOC111322104	uncharacterized LOC111322104	PROTEIN_CODING	NW_019217818.1	
111322105	LOC111322105	uncharacterized LOC111322105	PROTEIN_CODING	NW_019217818.1	
111322109	LOC111322109	uncharacterized LOC111322109	PROTEIN_CODING	NW_019217818.1	
111322110	LOC111322110	uncharacterized LOC111322110	PROTEIN_CODING	NW_019217818.1	
111322117	LOC111322117	uncharacterized LOC111322117	PSEUDO	NW_019217818.1	
111322127	LOC111322127	uncharacterized LOC111322127	PROTEIN_CODING	NW_019217818.1	
111322130	LOC111322130	uncharacterized LOC111322130	PROTEIN_CODING	NW_019217818.1	
111322131	LOC111322131	uncharacterized LOC111322131	PROTEIN_CODING	NW_019217818.1	
111322140	LOC111322140	uncharacterized LOC111322140	PROTEIN_CODING	NW_019217818.1	
111322144	LOC111322144	uncharacterized LOC111322144	PSEUDO	NW_019217818.1	
111322146	LOC111322146	uncharacterized LOC111322146	ncRNA	NW_019217818.1	
111322149	LOC111322149	uncharacterized LOC111322149	PROTEIN_CODING	NW_019217818.1	
